time,0_rod(payload_bars compound_uhMVoB).X,0_rod(payload_bars compound_uhMVoB).Y,0_rod(payload_bars compound_uhMVoB).Z,0_rod(payload_bars compound_uhMVoB).Euler1,0_rod(payload_bars compound_uhMVoB).Euler2,0_rod(payload_bars compound_uhMVoB).Euler3,0_rod(payload_bars compound_uhMVoB).mass,1_rod(payload_bars compound_uhMVoB).X,1_rod(payload_bars compound_uhMVoB).Y,1_rod(payload_bars compound_uhMVoB).Z,1_rod(payload_bars compound_uhMVoB).Euler1,1_rod(payload_bars compound_uhMVoB).Euler2,1_rod(payload_bars compound_uhMVoB).Euler3,1_rod(payload_bars compound_uhMVoB).mass,2_rod(payload_bars compound_uhMVoB).X,2_rod(payload_bars compound_uhMVoB).Y,2_rod(payload_bars compound_uhMVoB).Z,2_rod(payload_bars compound_uhMVoB).Euler1,2_rod(payload_bars compound_uhMVoB).Euler2,2_rod(payload_bars compound_uhMVoB).Euler3,2_rod(payload_bars compound_uhMVoB).mass,3_rod(payload_bars compound_uhMVoB).X,3_rod(payload_bars compound_uhMVoB).Y,3_rod(payload_bars compound_uhMVoB).Z,3_rod(payload_bars compound_uhMVoB).Euler1,3_rod(payload_bars compound_uhMVoB).Euler2,3_rod(payload_bars compound_uhMVoB).Euler3,3_rod(payload_bars compound_uhMVoB).mass,4_rod(payload_bars compound_uhMVoB).X,4_rod(payload_bars compound_uhMVoB).Y,4_rod(payload_bars compound_uhMVoB).Z,4_rod(payload_bars compound_uhMVoB).Euler1,4_rod(payload_bars compound_uhMVoB).Euler2,4_rod(payload_bars compound_uhMVoB).Euler3,4_rod(payload_bars compound_uhMVoB).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
4.3228,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.14864,6.06669,1.33316,-0.241969,-0.20872,-2.32978,0.199491,1.42122,5.39782,1.33437,-0.380826,-0.170367,-2.40525,0.199491,-1.08453,5.10172,1.42534,-0.109558,-0.0334494,-0.808113,0.199491,-0.0483647,6.8535,3.88253,0.0477999,-0.0748256,-0.95898,0.199491,-0.711321,5.11992,3.96834,-1.70784,0.78698,-0.108039,0.199645,-1.40412,7.5262,0.876666,-1.70556,0.71411,0.00635544,0.199491,
4.3329,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.89239,5.64536,1.89162,-0.00621404,0.153514,-2.34895,0.199491,1.62195,4.93468,1.42764,0.0482904,0.222561,-2.28668,0.199491,-0.604292,5.24019,1.56785,-0.116862,0.10891,-0.841616,0.199491,-0.46166,6.44121,3.48068,-0.0189524,-0.153362,-0.843854,0.199491,-0.634201,4.82333,3.82235,-1.74189,0.7013,-0.00886074,0.199645,-1.23589,7.59452,1.18402,-1.75232,0.967788,-0.118591,0.199491,
4.343,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.57783,5.49068,2.06797,-0.268015,-0.150205,-2.37593,0.199491,1.74494,5.23704,1.03775,-0.0198854,0.214442,-2.39553,0.199491,-0.706675,4.95978,1.39047,0.0643956,-0.118669,-0.831339,0.199491,-0.131556,6.81819,3.84318,0.025554,-0.105704,-0.916302,0.199491,-0.744343,4.95733,4.16305,-1.73813,0.616213,-0.191292,0.199645,-0.993697,7.23904,1.15163,-1.79338,0.904192,-0.180504,0.199491,
4.3531,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.53924,5.43606,2.26727,0.30406,0.370968,-2.39662,0.199491,1.72486,4.9309,1.32129,-0.284606,-0.103613,-2.31646,0.199491,-0.787286,4.97438,1.39243,0.148429,-0.203484,-0.84196,0.199491,-0.527434,6.36818,3.40112,-0.0345684,-0.166892,-0.810577,0.199491,-0.923317,4.97268,3.98485,-1.77462,0.729784,-0.0931075,0.199645,-1.05094,7.32256,1.21558,-1.68086,0.635081,-0.114529,0.199491,
4.3632,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.59897,5.75687,1.77225,0.321024,0.300272,-2.40717,0.199491,1.45135,5.12581,1.27783,-0.110538,0.086086,-2.3786,0.199491,-0.944773,5.04802,1.46072,-0.541986,0.35373,-0.856611,0.199491,-0.252547,6.73766,3.77873,0.0278005,-0.1018,-0.931582,0.199491,-0.972756,5.09021,3.92861,-1.74749,0.731056,-0.0554544,0.199645,-1.30247,7.24198,1.05777,-1.69073,0.886829,-0.028024,0.199491,
4.3733,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.01572,5.8803,1.45781,0.191581,0.227069,-2.40739,0.199491,1.4015,5.26915,1.4885,-0.235513,0.0979223,-2.36719,0.199491,-0.892271,5.0941,1.68182,0.781862,-0.609625,-1.16816,0.199491,-0.350899,6.51436,3.5657,-0.00916973,-0.143575,-0.834393,0.199491,-0.659407,5.04154,3.80558,-1.74358,0.853064,-0.0419195,0.199645,-1.2542,7.3708,0.890309,-1.66577,0.426043,-0.00594528,0.199491,
4.3834,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.17202,5.8871,1.35549,-0.457978,-0.446811,-2.30039,0.199491,1.11014,5.08571,1.50325,-0.173534,0.0239343,-2.37186,0.199491,-0.849843,5.06771,1.49255,0.141689,-0.274253,-0.894767,0.199491,-0.553548,6.49776,3.52601,-0.0266547,-0.163009,-0.860587,0.199491,-1.01551,5.05533,3.55295,-1.65809,0.988357,0.0417897,0.199645,-1.47205,7.40381,0.974615,-1.68105,0.682008,0.0970393,0.199491,
4.3935,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.37194,5.84606,1.15889,-0.416119,-0.35667,-2.28828,0.199491,1.03208,5.37102,1.17582,-0.18525,-0.0338546,-2.43009,0.199491,-1.0236,5.05709,1.55485,-0.278582,0.141414,-0.799184,0.199491,-0.095495,6.86387,3.88758,0.0400522,-0.0856432,-0.960298,0.199491,-0.940295,5.11339,3.75691,-1.6318,0.544224,-0.110142,0.199645,-1.60868,7.31423,0.889848,-1.71114,0.268486,0.0510704,0.199491,
4.4036,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.18863,5.71849,1.57625,-0.419313,-0.283881,-2.33975,0.199491,1.43806,5.03837,1.45893,-0.419759,-0.190817,-2.30185,0.199491,-0.908846,4.9349,1.4261,-0.211756,0.0939162,-0.83618,0.199491,-0.499833,6.3727,3.41034,-0.0318357,-0.163962,-0.80569,0.199491,-0.985082,4.96879,3.68328,-1.7251,0.465219,-0.0167094,0.199645,-1.32904,7.56094,1.01006,-1.67581,0.394022,-0.0236895,0.199491,
4.4137,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.95189,5.8388,1.62251,-0.00733422,0.183712,-2.33692,0.199491,1.51594,5.07253,1.182,-0.135755,0.0692007,-2.36686,0.199491,-1.0147,4.9725,1.27512,-0.26554,0.0733825,-0.807288,0.199491,-0.42539,6.65452,3.68987,0.00247322,-0.13269,-0.908968,0.199491,-1.01819,5.06052,3.79681,-1.76046,0.68851,-0.0288087,0.199645,-1.19093,7.46289,1.01885,-1.78542,0.993243,-0.0687144,0.199491,
4.4238,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.0263,6.05167,1.78305,-0.421762,-0.281962,-2.32539,0.199491,1.63021,5.26168,1.12127,-0.161534,0.138851,-2.3737,0.199491,-0.994879,5.08579,1.41401,-0.153412,0.0283936,-0.783819,0.199491,-0.222001,6.71819,3.75326,0.0110625,-0.122999,-0.887155,0.199491,-0.629623,5.02406,3.94749,-1.76214,0.532934,-0.116287,0.199645,-1.16222,7.5155,1.00504,-1.7228,0.236822,-0.0938307,0.199491,
4.4339,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.98675,6.20339,1.97816,-0.239405,-0.119449,-2.43392,0.199491,1.51278,4.978,1.2518,-0.195233,-0.012616,-2.33755,0.199491,-0.961263,5.0383,1.37816,-0.0961156,-0.0318097,-0.800864,0.199491,-0.387771,6.64125,3.67994,0.00813507,-0.125838,-0.906362,0.199491,-0.884921,5.07139,3.95567,-1.80585,0.529006,-0.058474,0.199645,-1.35896,7.65419,1.1868,-1.75937,0.45344,-0.0492782,0.199491,
4.444,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.14932,6.25875,1.98396,-0.0664107,0.0378794,-2.463,0.199491,1.39642,5.261,1.12296,-0.0607206,0.145276,-2.40802,0.199491,-1.08333,4.97929,1.33439,-0.14779,0.0233311,-0.81308,0.199491,-0.248028,6.67576,3.71665,0.00761201,-0.126853,-0.876835,0.199491,-0.76869,5.42865,4.10355,-1.90775,0.968575,-0.245179,0.199645,-1.3908,7.61403,1.00258,-1.75834,0.318888,-0.0631062,0.199491,
4.4541,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.16634,6.18892,2.0641,0.262203,0.486112,-2.30344,0.199491,1.37856,4.96208,1.44258,-0.421978,-0.228299,-2.3029,0.199491,-1.28745,4.99102,1.30842,-0.282886,0.117145,-0.812319,0.199491,-0.576251,6.36026,3.38791,-0.0412767,-0.173376,-0.809016,0.199491,-0.988191,5.24952,3.78737,-1.84197,0.888249,-0.0789615,0.199645,-1.42304,7.87002,1.23422,-1.77217,0.614444,-0.0700754,0.199491,
4.4642,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.24459,6.42124,1.70357,-0.41673,-0.196918,-2.32961,0.199491,1.35404,5.19686,1.14047,-0.728645,-0.401559,-2.31466,0.199491,-1.40137,5.07398,1.42338,-0.412678,0.24573,-0.810663,0.199491,-0.129937,6.81713,3.81982,0.0356282,-0.0920307,-0.951111,0.199491,-0.95009,5.16513,3.99206,-1.91909,0.949212,-0.26011,0.199645,-1.48761,7.62562,1.10726,-1.79522,0.459382,-0.101018,0.199491,
4.4743,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.3825,6.42834,1.70508,-0.140206,0.101228,-2.33725,0.199491,1.08662,4.8972,1.2803,0.0897315,0.2821,-2.21743,0.199491,-1.17306,5.263,1.47664,0.217827,-0.418027,-0.838078,0.199491,-1.26918,6.79619,3.5329,-0.12292,-0.283839,-0.884038,0.199491,-1.64259,4.81348,4.09717,-1.85443,0.511627,0.017583,0.199645,-1.34468,7.66668,1.15639,-1.78362,0.76917,-0.0562859,0.199491,
4.4844,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.51973,6.39334,1.51927,0.0266318,0.142663,-2.25736,0.199491,0.861655,5.0897,1.20785,-1.03074,-0.597931,-2.10177,0.199491,-1.98586,5.10074,1.14278,-0.576701,0.189215,-0.701256,0.199491,0.0560025,6.43615,3.4054,0.1055,-0.0290467,-0.758279,0.199491,-2.08134,4.7288,4.39431,-1.81954,0.713804,-0.0958292,0.199645,-1.69338,7.74606,0.899776,-1.80146,1.07275,-0.0143441,0.199491,
4.4945,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.18132,4.73178,2.99992,0.0447585,0.702758,-2.03868,0.199491,1.72778,5.16181,0.809433,0.497643,0.799024,-2.00816,0.199491,-1.37336,5.14711,0.809631,-0.362668,0.633386,-0.999006,0.199491,1.2199,6.41629,3.14008,0.136992,-0.0152404,-0.813664,0.199491,1.21631,3.58612,3.27942,-1.93579,0.95778,-0.657569,0.199645,-1.67295,7.88343,1.35074,-2.18147,0.888568,-0.771326,0.199491,
4.5046,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.24816,4.15938,3.35537,-1.06119,-0.265899,-2.42392,0.199491,2.29183,4.73686,-0.250071,-0.135436,-0.0129991,-2.20947,0.199491,-0.569039,4.88607,0.689436,-0.106882,0.416509,-0.896322,0.199491,-0.963189,6.75629,3.59713,-0.0821394,-0.23653,-0.889625,0.199491,-0.88924,4.00814,5.12977,-2.09132,0.373612,-0.423674,0.199645,-0.092561,7.22656,1.31708,-2.06069,0.736937,-0.846691,0.199491,
4.5147,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.52764,6.60325,2.16354,0.0762091,0.256123,-2.17002,0.199491,1.73019,4.82977,1.47167,-0.201644,-0.0240346,-2.29623,0.199491,-0.972006,5.06556,1.38925,-0.847559,0.493712,-0.920036,0.199491,-1.55818,7.15218,3.7127,-0.135275,-0.334503,-0.969921,0.199491,-1.88351,4.61806,4.65697,-1.82593,0.73334,0.0014692,0.199645,-0.608093,7.16495,1.67345,-1.81333,0.886127,-0.224531,0.199491,
4.5248,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-6.35738,7.5107,-0.0586377,-0.620753,-0.257957,-2.287,0.199491,0.224868,5.93918,2.47817,-0.0958457,0.0917196,-2.50566,0.199491,-2.95516,5.49381,1.55371,-0.552454,0.1057,-0.671838,0.199491,-0.325023,6.6552,3.59425,0.0518199,-0.0798474,-0.802874,0.199491,-2.122,6.03105,4.13532,-1.67111,0.775012,0.242603,0.199645,-2.66978,8.46781,1.3041,-1.75994,0.273301,0.335672,0.199491,
4.5349,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.74977,5.02345,2.44315,-0.592298,0.302086,-2.21206,0.199491,2.3421,4.99073,-0.0129834,0.124687,0.537152,-2.09227,0.199491,-1.02757,5.39701,0.533577,0.141135,0.0313379,-0.788901,0.199491,1.15422,6.42385,3.18585,0.146127,-0.00206498,-0.812911,0.199491,0.831957,3.01224,3.57342,-2.03127,0.959106,-0.594616,0.199645,-1.00104,7.97404,1.18434,-1.78656,0.289709,-0.467331,0.199491,
4.545,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.77981,4.36542,3.51386,-0.386747,0.337657,-2.31809,0.199491,2.28486,4.28434,-0.8192,0.0939237,0.165344,-2.13087,0.199491,-0.0235366,4.80376,-0.0136933,-1.403,0.721508,-1.72602,0.199491,-0.960306,6.73693,3.5809,-0.0830798,-0.236073,-0.883386,0.199491,-0.384587,3.27828,5.11937,-2.13922,0.455548,-0.649941,0.199645,0.626027,6.67947,0.585034,-2.54711,0.914438,-1.23831,0.199491,
4.5551,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.54378,5.5978,2.51457,-0.703872,-0.253357,-2.31085,0.199491,1.0753,5.17323,1.60036,0.0379218,0.255966,-2.36997,0.199491,-1.69407,5.09416,2.07752,0.570004,-0.520942,-1.01814,0.199491,-1.42641,7.18922,3.80198,-0.0986065,-0.28449,-1.00675,0.199491,-1.88262,5.34559,4.30639,-1.69758,0.351228,0.00649871,0.199645,-1.21397,7.26394,1.90544,-1.57418,-0.0182665,-0.207213,0.199491,
4.5652,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-6.73867,7.08398,1.41913,-0.695696,-0.287194,-2.45756,0.199491,0.528933,5.98585,3.37372,-0.408989,-0.516122,-2.54489,0.199491,-3.40425,5.59018,2.77323,-0.221914,-0.163913,-0.938053,0.199491,0.315926,6.62782,3.56919,0.138229,0.0170046,-0.786871,0.199491,-1.96667,5.63697,4.87012,-1.80433,0.694346,0.106905,0.199645,-2.64947,8.28384,1.33223,-1.42584,0.969146,0.281262,0.199491,
4.5753,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.51164,5.56138,3.31925,-0.379381,0.599729,-2.43079,0.199491,2.76442,5.32195,0.911831,0.180316,0.435116,-2.34907,0.199491,-1.14632,4.65417,1.0049,0.315877,0.083416,-0.84278,0.199491,1.69144,6.32028,2.81911,0.229598,0.0458116,-0.75685,0.199491,1.8267,4.22696,4.22887,1.39113,0.705598,-3.11166,0.199645,-1.37173,8.06676,1.78068,-1.72382,0.255827,-0.509831,0.199491,
4.5854,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.41874,5.18107,3.63877,0.0618021,0.726802,-2.32127,0.199491,2.78915,4.8459,0.520555,0.624575,0.495898,-2.05884,0.199491,0.81955,5.10065,1.10425,-0.747682,0.607684,-1.31161,0.199491,-0.90832,6.75134,3.60566,-0.0753121,-0.228375,-0.889139,0.199491,0.307533,5.442,3.76894,-2.00853,0.66579,-0.19136,0.199645,0.917103,7.07621,1.46332,-2.05356,0.877212,-0.774664,0.199491,
4.5955,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.95867,5.52473,3.65974,2.72493,-0.154538,-0.624362,0.199491,1.37159,4.72267,1.44998,0.371704,0.526121,-2.1045,0.199491,-2.0573,5.38143,1.8288,-0.976606,0.535145,-1.13525,0.199491,-1.5588,7.09064,3.66993,-0.139357,-0.332602,-0.955059,0.199491,-1.46334,5.4905,4.38161,-2.12723,-0.172595,0.0223119,0.199645,-1.05633,7.59181,1.99575,-1.94169,0.597087,-0.41142,0.199491,
4.6056,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-7.16799,6.91746,3.66709,-1.31701,-0.761899,-2.21481,0.199491,-0.666237,5.22066,1.81175,-1.13554,-0.70094,-2.25215,0.199491,-4.25952,5.06956,1.82201,-0.489175,0.0580713,-0.93251,0.199491,-0.0320929,6.58033,3.53408,0.0903575,-0.0394934,-0.772765,0.199491,-2.83509,6.0444,4.30087,-2.02108,0.534121,0.0176822,0.199645,-2.63433,8.22461,1.57048,-2.09215,0.826196,-0.259669,0.199491,
4.6157,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.41045,4.86199,3.85403,1.96672,0.598781,-0.672983,0.199491,0.63741,4.43992,0.225302,1.07043,0.972375,-1.30904,0.199491,-2.76656,4.77821,1.22412,-0.711658,0.662411,-1.22946,0.199491,1.41749,6.22716,2.8513,0.187988,0.011036,-0.763692,0.199491,0.645863,3.7367,2.82791,-2.32252,0.736268,-0.439031,0.199645,-1.97338,7.47529,1.30673,-2.17019,0.492891,-0.802237,0.199491,
4.6258,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.50603,4.91951,3.50472,-0.56337,-0.0400921,-2.31784,0.199491,1.36704,4.30959,-0.0334069,-0.0811576,0.552417,-2.13863,0.199491,-0.0347107,5.46527,1.16449,-0.40254,0.317893,-0.889423,0.199491,-0.923509,6.78165,3.62758,-0.075207,-0.230504,-0.898948,0.199491,-0.765706,4.90897,4.03114,-2.3116,0.443277,-0.212831,0.199645,0.989868,6.06927,0.906602,-2.02569,0.637498,-0.806046,0.199491,
4.6359,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.16855,6.34533,2.81883,2.80745,0.250797,-0.603459,0.199491,1.08406,5.37575,2.50622,-0.0391269,0.144519,-2.43815,0.199491,-2.66014,5.57699,2.03018,0.101627,-0.634198,-0.937372,0.199491,-1.558,7.12468,3.6925,-0.137113,-0.333642,-0.963159,0.199491,-1.78512,6.39109,3.85064,-1.33178,1.22136,0.713876,0.199645,-1.29291,7.81717,2.36518,-1.72324,0.780498,-0.0400279,0.199491,
4.646,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-6.22494,5.87113,2.80292,-2.49744,-0.746896,-1.02638,0.199491,0.435253,5.40747,2.76257,0.249548,0.627361,-2.32794,0.199491,-2.61027,5.52746,2.66453,-0.0248545,-0.246713,-1.0539,0.199491,0.263476,6.25111,3.2041,0.13846,-0.00949544,-0.705441,0.199491,-1.46921,5.3086,4.0295,-1.79022,0.646953,0.173052,0.199645,-1.55883,7.79218,1.78204,-1.77724,0.267226,0.0579531,0.199491,
4.6561,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.03682,4.77346,2.84928,-1.32248,-0.732758,-2.36026,0.199491,2.94397,5.02979,0.782428,-0.634912,0.0326052,-2.62653,0.199491,-0.547619,4.25051,1.62776,0.220038,0.108669,-1.03629,0.199491,0.115981,6.52856,3.47886,0.0359364,-0.0979617,-0.848859,0.199491,2.15406,4.49424,3.20387,-1.98259,1.26856,-0.135521,0.199645,-0.0767981,6.88276,1.62633,-1.75291,0.284003,-0.587152,0.199491,
4.6662,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.84937,5.25702,2.80679,1.25796,0.718226,-1.20584,0.199491,1.76333,4.73005,0.730245,-1.04329,-0.47216,-2.05178,0.199491,0.0881005,5.82012,1.18822,-0.607094,0.477887,-0.940678,0.199491,-1.13475,6.80167,3.5892,-0.102855,-0.263204,-0.89468,0.199491,-0.464349,5.01722,3.78354,-1.63958,1.51869,0.556942,0.199645,0.444482,7.39215,1.85718,-1.97781,0.639725,-0.520549,0.199491,
4.6763,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-5.94116,7.32763,2.60019,2.20557,0.145044,-0.817915,0.199491,0.349514,5.01613,1.51271,0.0621025,0.467201,-2.24876,0.199491,-3.53404,5.59121,1.10946,-0.138789,-0.443684,-0.852584,0.199491,-1.61639,7.22194,3.73964,-0.133426,-0.337426,-0.993353,0.199491,-2.34465,6.33814,3.81012,-1.98631,1.15463,0.188793,0.199645,-1.76417,8.31695,1.54542,-1.96315,0.569558,-0.220536,0.199491,
4.6864,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-8.05107,8.21356,2.44464,-0.166581,0.620887,-2.0918,0.199491,-1.57163,5.10474,1.67182,2.71542,-0.717412,-0.730094,0.199491,-4.69771,5.7681,1.20219,-0.14211,-0.173574,-0.909058,0.199491,0.134397,6.27049,3.22842,0.117066,-0.0289424,-0.690284,0.199491,-2.78697,5.42948,3.99255,-2.13339,0.630672,0.0314798,0.199645,-3.37787,8.72347,0.899275,-2.8047,1.21402,-0.657751,0.199491,
4.6965,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.16912,5.19348,3.74619,0.403475,0.886575,-1.70874,0.199491,0.517435,4.4205,-1.10194,-1.18846,-0.543443,-2.75391,0.199491,-2.19133,4.99539,1.15783,-2.69783,0.156031,-2.35012,0.199491,0.252585,6.46722,3.40276,0.0436499,-0.0931532,-0.843107,0.199491,0.0650349,2.64275,3.33301,-1.80665,0.0689137,-0.701999,0.199645,-1.70157,7.15987,0.883632,-2.83707,0.650649,-1.1271,0.199491,
4.7066,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.15915,4.99085,4.29656,-1.11981,-0.314748,-2.4879,0.199491,0.537886,4.48248,0.605946,-1.07807,-0.336508,-2.41097,0.199491,-0.574515,5.05924,1.5946,-1.4718,0.726044,-1.70793,0.199491,-1.09302,6.82737,3.62168,-0.0955534,-0.257295,-0.903623,0.199491,-1.1267,4.30304,5.29402,-2.16683,0.31024,-0.721278,0.199645,0.359333,6.05261,1.54033,-3.08474,0.819393,-1.56478,0.199491,
4.7167,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-6.09693,7.52046,3.53327,0.0365224,0.765209,-2.24249,0.199491,0.451394,4.85108,2.00835,0.124832,0.545729,-2.22789,0.199491,-2.50151,5.00894,2.93594,-1.22182,0.655159,-1.16187,0.199491,-1.62735,7.18007,3.70584,-0.141645,-0.344843,-0.975145,0.199491,-1.97585,5.41174,5.46535,-2.05465,0.636324,-0.105709,0.199645,-1.34976,7.70078,2.5314,-1.56627,-0.70334,-0.497058,0.199491,
